Phylum,Class,Order,Family,Genus,sample,name2,count
Chlamydiota,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,VGMB01,X1090,Heated 2,13
Chlamydiota,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,VGMB01,X1093,Heated 5,3
Chlamydiota,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,VGMB01,X1094,Heated 6,4
Chlamydiota,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,Unclassified,X1083,Control 1,36
Chlamydiota,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,Unclassified,X1084,Control 2,46
Chlamydiota,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,Unclassified,X1085,Control 3,65
Chlamydiota,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,Unclassified,X1086,Control 4,17
Chlamydiota,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,Unclassified,X1087,Control 5,7
Chlamydiota,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,Unclassified,X1090,Heated 2,3
Chlamydiota,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,Unclassified,X1091,Heated 3,8
Chlamydiota,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,Unclassified,X1092,Heated 4,6
Chlamydiota,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,Unclassified,X1093,Heated 5,2
Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,CAIPFQ01,X1083,Control 1,14
Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,CAIPFQ01,X1084,Control 2,14
Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,CAIPFQ01,X1085,Control 3,22
Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,CAIPFQ01,X1088,Control 6,8
Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,CAISYW01,X1083,Control 1,11
Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,CAISYW01,X1084,Control 2,10
Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,CAISYW01,X1085,Control 3,24
Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,CAISYW01,X1086,Control 4,2
Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,CAISYW01,X1087,Control 5,6
Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,CAISYW01,X1090,Heated 2,7
Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,CAISYW01,X1091,Heated 3,15
Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,CAISYW01,X1092,Heated 4,19
Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,CAISYW01,X1094,Heated 6,12
Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,REEB52,X1083,Control 1,34
Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,REEB52,X1084,Control 2,9
Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,REEB52,X1085,Control 3,5
Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,REEB52,X1090,Heated 2,15
Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,REEB52,X1094,Heated 6,28
Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,Unclassified,X1084,Control 2,12
Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,Unclassified,X1085,Control 3,14
Chlamydiota,Chlamydiia,Chlamydiales,Simkaniaceae,Neptunochlamydia,X1090,Heated 2,4
Chlamydiota,Chlamydiia,Chlamydiales,Unclassified,Unclassified,X1083,Control 1,38
Chlamydiota,Chlamydiia,Chlamydiales,Unclassified,Unclassified,X1084,Control 2,8
Chlamydiota,Chlamydiia,Chlamydiales,Unclassified,Unclassified,X1085,Control 3,30
Chlamydiota,Chlamydiia,Chlamydiales,Unclassified,Unclassified,X1087,Control 5,6
Chlamydiota,Chlamydiia,Chlamydiales,Unclassified,Unclassified,X1091,Heated 3,10
Chlamydiota,Chlamydiia,Chlamydiales,Unclassified,Unclassified,X1092,Heated 4,7
Chlamydiota,Chlamydiia,Chlamydiales,Unclassified,Unclassified,X1093,Heated 5,5
Chlamydiota,Chlamydiia,Chlamydiales,Unclassified,Unclassified,X1094,Heated 6,20
Chlamydiota,Chlamydiia,Unclassified,Unclassified,Unclassified,X1086,Control 4,5
Chloroflexota,Anaerolineae,4572-78,4572-78,4572-78,X1084,Control 2,4
Chloroflexota,Anaerolineae,4572-78,4572-78,4572-78,X1091,Heated 3,12
Chloroflexota,Anaerolineae,4572-78,4572-78,4572-78,X1094,Heated 6,9
Chloroflexota,Anaerolineae,Aggregatilineales,A4b,CFX2,X1088,Control 6,2
Chloroflexota,Anaerolineae,Aggregatilineales,A4b,Unclassified,X1083,Control 1,6
Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,UBA12087,X1087,Control 5,3
Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,UBA12087,X1094,Heated 6,16
Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,UBA5195,X1092,Heated 4,7
Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,UBA7227,X1083,Control 1,8
Chloroflexota,Anaerolineae,Anaerolineales,UBA11858,B10-G9,X1083,Control 1,5
Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,DSWF01,X1083,Control 1,7
Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,NAK19,X1091,Heated 3,2
Chloroflexota,Anaerolineae,Anaerolineales,Unclassified,Unclassified,X1083,Control 1,7
Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,JADJPH01,X1084,Control 2,4
Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,RI-153,X1091,Heated 3,32
Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,Unclassified,X1085,Control 3,10
Chloroflexota,Anaerolineae,JAAYZQ01,JAAYZQ01,TumbabinsA96,X1083,Control 1,17
Chloroflexota,Anaerolineae,Unclassified,Unclassified,Unclassified,X1083,Control 1,4
Chloroflexota,Anaerolineae,Unclassified,Unclassified,Unclassified,X1090,Heated 2,4
Chloroflexota,Anaerolineae,Unclassified,Unclassified,Unclassified,X1093,Heated 5,3
Chloroflexota,Chloroflexia,Chloroflexales,Chloroflexaceae,Oscillochloris,X1084,Control 2,4
Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,UBA965,X1083,Control 1,28
Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,UBA965,X1084,Control 2,7
Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,UBA965,X1086,Control 4,10
Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,UBA965,X1087,Control 5,7
Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,UBA965,X1088,Control 6,8
Chloroflexota,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalogenimonas,X1085,Control 3,4
Chloroflexota,Dehalococcoidia,Dehalococcoidales,Unclassified,Unclassified,X1086,Control 4,4
Chloroflexota,Dehalococcoidia,GIF9,UBA5620,VGOF01,X1085,Control 3,3
Chloroflexota,Dehalococcoidia,UBA2979,UBA2979,SHYQ01,X1092,Heated 4,8
Chloroflexota,Dehalococcoidia,UBA2979,UBA2979,W-Chloroflexi-9,X1092,Heated 4,11
Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Dictyobacter,X1086,Control 4,3
Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Dictyobacter,X1087,Control 5,2
Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Unclassified,X1084,Control 2,7
Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,CAIXZV01,X1084,Control 2,5
Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,CAIXZV01,X1091,Heated 3,23
Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,UBA5189,X1086,Control 4,3
Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,UBA5189,X1087,Control 5,4
Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,UBA5189,X1091,Heated 3,19
Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,Unclassified,X1088,Control 6,2
Chloroflexota,Limnocylindria,Limnocylindrales,Limnocylindraceae,Limnocylindrus,X1083,Control 1,43
Chloroflexota,Limnocylindria,Limnocylindrales,Limnocylindraceae,Limnocylindrus,X1084,Control 2,17
Chloroflexota,Limnocylindria,Limnocylindrales,Limnocylindraceae,Limnocylindrus,X1085,Control 3,8
Chloroflexota,Limnocylindria,Limnocylindrales,Limnocylindraceae,Limnocylindrus,X1086,Control 4,11
Chloroflexota,Limnocylindria,Limnocylindrales,Limnocylindraceae,Limnocylindrus,X1087,Control 5,13
Chloroflexota,Limnocylindria,Limnocylindrales,Limnocylindraceae,Limnocylindrus,X1089,Heated 1,16
Chloroflexota,Limnocylindria,Limnocylindrales,Limnocylindraceae,Limnocylindrus,X1090,Heated 2,28
Chloroflexota,Limnocylindria,Limnocylindrales,Limnocylindraceae,Limnocylindrus,X1091,Heated 3,19
Chloroflexota,Limnocylindria,Limnocylindrales,Limnocylindraceae,Limnocylindrus,X1092,Heated 4,15
Chloroflexota,Limnocylindria,Limnocylindrales,Limnocylindraceae,Limnocylindrus,X1093,Heated 5,25
Chloroflexota,Limnocylindria,Limnocylindrales,Limnocylindraceae,Limnocylindrus,X1094,Heated 6,26
Chloroflexota,Unclassified,Unclassified,Unclassified,Unclassified,X1083,Control 1,5
Chloroflexota,Unclassified,Unclassified,Unclassified,Unclassified,X1086,Control 4,4
Cloacimonadota,Cloacimonadia,Cloacimonadales,Cloacimonadaceae,UBA5456,X1085,Control 3,2
Cloacimonadota,Cloacimonadia,Cloacimonadales,Cloacimonadaceae,Unclassified,X1085,Control 3,5
Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,JAAURB01,X1086,Control 4,6
Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcystaceae_A,Snowella,X1084,Control 2,2
Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcystaceae_A,Snowella,X1087,Control 5,6
Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcystaceae_A,Synechocystis,X1087,Control 5,2
Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Dolichospermum,X1087,Control 5,3
Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Dolichospermum,X1093,Heated 5,6
Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Rivularia,X1086,Control 4,8
Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Rivularia,X1087,Control 5,5
Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Tolypothrix_B,X1083,Control 1,29
Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Tolypothrix_B,X1084,Control 2,12
Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Tolypothrix_B,X1085,Control 3,62
Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Tolypothrix_B,X1086,Control 4,59
Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Tolypothrix_B,X1087,Control 5,69
Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Tolypothrix_B,X1088,Control 6,46
Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Tolypothrix_B,X1093,Heated 5,3
Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Unclassified,X1083,Control 1,2009
Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Unclassified,X1084,Control 2,2007
Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Unclassified,X1085,Control 3,2659
Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Unclassified,X1086,Control 4,2486
Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Unclassified,X1087,Control 5,2513
Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Unclassified,X1088,Control 6,1682
Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Unclassified,X1090,Heated 2,19
Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Unclassified,X1091,Heated 3,43
Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Unclassified,X1092,Heated 4,11
Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Spirulinaceae,CCY15215,X1092,Heated 4,6
Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Spirulinaceae,CCY15215,X1094,Heated 6,14
Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,CBW1002,X1087,Control 5,9
Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Cyanobium,X1083,Control 1,28
