Phylum,Class,Order,Family,Genus,sample,name2,count
Patescibacteria,Microgenomatia,UBA1400,PJMF01,Unclassified,X1092,Heated 4,5
Patescibacteria,Microgenomatia,UBA1400,PJMF01,Unclassified,X1094,Heated 6,7
Patescibacteria,Microgenomatia,UBA1400,RBG-16-45-19,RBG-16-45-19,X1090,Heated 2,4
Patescibacteria,Microgenomatia,UBA1400,RBG-16-45-19,RBG-16-45-19,X1091,Heated 3,22
Patescibacteria,Microgenomatia,UBA1400,RBG-16-45-19,SZUA-360,X1091,Heated 3,15
Patescibacteria,Microgenomatia,UBA1400,RBG-16-45-19,SZUA-360,X1092,Heated 4,5
Patescibacteria,Microgenomatia,UBA1400,RBG-16-45-19,Unclassified,X1090,Heated 2,13
Patescibacteria,Microgenomatia,UBA1400,UBA12028,UBA12472,X1090,Heated 2,9
Patescibacteria,Microgenomatia,UBA1400,UBA12108,CAJAUT01,X1084,Control 2,3
Patescibacteria,Microgenomatia,UBA1400,UBA12108,CAJAUT01,X1091,Heated 3,19
Patescibacteria,Microgenomatia,UBA1400,UBA12108,GWF,X1086,Control 4,5
Patescibacteria,Microgenomatia,UBA1400,UBA12108,Unclassified,X1083,Control 1,4
Patescibacteria,Microgenomatia,UBA1400,Unclassified,Unclassified,X1086,Control 4,3
Patescibacteria,Microgenomatia,UBA1406,HO2-37-13b,2-02-FULL-43-11-A,X1083,Control 1,2
Patescibacteria,Microgenomatia,UBA1406,HO2-37-13b,2-02-FULL-43-11-A,X1092,Heated 4,4
Patescibacteria,Microgenomatia,UBA1406,HO2-37-13b,HO2-37-13b,X1083,Control 1,3
Patescibacteria,Microgenomatia,Unclassified,Unclassified,Unclassified,X1083,Control 1,5
Patescibacteria,Microgenomatia,Unclassified,Unclassified,Unclassified,X1091,Heated 3,18
Patescibacteria,Paceibacteria,2-02-FULL-40-12,GWA2-44-9,2-01-FULL-41-21,X1085,Control 3,6
Patescibacteria,Paceibacteria,2-02-FULL-40-12,GWA2-44-9,2-01-FULL-41-21,X1086,Control 4,3
Patescibacteria,Paceibacteria,2-02-FULL-40-12,GWA2-44-9,2-01-FULL-41-21,X1090,Heated 2,9
Patescibacteria,Paceibacteria,2-02-FULL-40-12,GWA2-44-9,JAGOPO01,X1083,Control 1,5
Patescibacteria,Paceibacteria,2-02-FULL-40-12,GWA2-44-9,JAGOPO01,X1086,Control 4,5
Patescibacteria,Paceibacteria,2-02-FULL-40-12,GWA2-44-9,JAGOPO01,X1091,Heated 3,16
Patescibacteria,Paceibacteria,2-02-FULL-40-12,GWA2-44-9,JAGOPO01,X1092,Heated 4,5
Patescibacteria,Paceibacteria,2-02-FULL-40-12,GWA2-44-9,UBA12115,X1085,Control 3,4
Patescibacteria,Paceibacteria,2-02-FULL-40-12,GWA2-44-9,Unclassified,X1090,Heated 2,10
Patescibacteria,Paceibacteria,Moranbacterales,2-12-FULL-40-10,BMS3ABIN15,X1086,Control 4,4
Patescibacteria,Paceibacteria,Moranbacterales,DSTG01,DSVX01,X1087,Control 5,5
Patescibacteria,Paceibacteria,Moranbacterales,GCA-2747515,M50B92,X1083,Control 1,3
Patescibacteria,Paceibacteria,Moranbacterales,GWC2-37-73,UBA12068,X1086,Control 4,2
Patescibacteria,Paceibacteria,Moranbacterales,GWC2-37-73,UBA12068,X1087,Control 5,4
Patescibacteria,Paceibacteria,Moranbacterales,GWC2-37-73,UBA12068,X1088,Control 6,2
Patescibacteria,Paceibacteria,Moranbacterales,UBA1568,UBA1568,X1084,Control 2,3
Patescibacteria,Paceibacteria,Moranbacterales,UBA2206,UBA2206,X1086,Control 4,3
Patescibacteria,Paceibacteria,Moranbacterales,UBA2206,UBA2206,X1087,Control 5,6
Patescibacteria,Paceibacteria,Moranbacterales,UBA2206,UBA9630,X1083,Control 1,5
Patescibacteria,Paceibacteria,Moranbacterales,UBA2206,UBA9630,X1084,Control 2,5
Patescibacteria,Paceibacteria,Moranbacterales,UBA2206,UBA9630,X1085,Control 3,4
Patescibacteria,Paceibacteria,Moranbacterales,UBA2206,Unclassified,X1083,Control 1,9
Patescibacteria,Paceibacteria,Moranbacterales,Unclassified,Unclassified,X1083,Control 1,6
Patescibacteria,Paceibacteria,Moranbacterales,Unclassified,Unclassified,X1090,Heated 2,40
Patescibacteria,Paceibacteria,Moranbacterales,Unclassified,Unclassified,X1092,Heated 4,12
Patescibacteria,Paceibacteria,Moranbacterales,Unclassified,Unclassified,X1094,Heated 6,15
Patescibacteria,Paceibacteria,Paceibacterales,2-12-FULL-40-12,VMFS01,X1085,Control 3,5
Patescibacteria,Paceibacteria,Paceibacterales,Paceibacteraceae,Paceibacter,X1091,Heated 3,11
Patescibacteria,Paceibacteria,Paceibacterales,RBG-13-42-11,BS750m-G71,X1084,Control 2,3
Patescibacteria,Paceibacteria,Paceibacterales,Staskawiczbacteraceae,UBA11703,X1083,Control 1,4
Patescibacteria,Paceibacteria,Paceibacterales,Staskawiczbacteraceae,UBA11703,X1088,Control 6,2
Patescibacteria,Paceibacteria,Paceibacterales,Staskawiczbacteraceae,UBA11703,X1090,Heated 2,13
Patescibacteria,Paceibacteria,Paceibacterales,Staskawiczbacteraceae,UBA11703,X1091,Heated 3,13
Patescibacteria,Paceibacteria,Paceibacterales,Staskawiczbacteraceae,XYB1-FULL-32-11,X1085,Control 3,5
Patescibacteria,Paceibacteria,Paceibacterales,Staskawiczbacteraceae,XYB1-FULL-32-11,X1090,Heated 2,7
Patescibacteria,Paceibacteria,Paceibacterales,Staskawiczbacteraceae,XYD1-FULL-39-28,X1083,Control 1,11
Patescibacteria,Paceibacteria,Paceibacterales,Staskawiczbacteraceae,XYD1-FULL-39-28,X1084,Control 2,7
Patescibacteria,Paceibacteria,Paceibacterales,Staskawiczbacteraceae,XYD1-FULL-39-28,X1085,Control 3,9
Patescibacteria,Paceibacteria,Paceibacterales,Staskawiczbacteraceae,XYD1-FULL-39-28,X1087,Control 5,6
Patescibacteria,Paceibacteria,Paceibacterales,Staskawiczbacteraceae,XYD1-FULL-39-28,X1090,Heated 2,4
Patescibacteria,Paceibacteria,Paceibacterales,UBA10102,O2-01-FULL-48-27b,X1091,Heated 3,5
Patescibacteria,Paceibacteria,Paceibacterales,Unclassified,Unclassified,X1084,Control 2,3
Patescibacteria,Paceibacteria,Portnoybacterales_A,RBG-13-40-8-A,WJLL01,X1083,Control 1,9
Patescibacteria,Paceibacteria,Portnoybacterales_A,RBG-13-40-8-A,WJLL01,X1090,Heated 2,4
Patescibacteria,Paceibacteria,Spechtbacterales,JACPHP01,JACPHP01,X1087,Control 5,2
Patescibacteria,Paceibacteria,Sungbacterales,HO2-52-23,WO2-54-10,X1085,Control 3,8
Patescibacteria,Paceibacteria,UBA6257,02-FULL-45-10c,VMGU01,X1085,Control 3,2
Patescibacteria,Paceibacteria,UBA6257,2-01-FULL-56-20,CAIWCR01,X1083,Control 1,6
Patescibacteria,Paceibacteria,UBA6257,2-01-FULL-56-20,CAIWCR01,X1086,Control 4,4
Patescibacteria,Paceibacteria,UBA6257,2-01-FULL-56-20,CAJAQL01,X1083,Control 1,6
Patescibacteria,Paceibacteria,UBA6257,2-01-FULL-56-20,LiPW-15,X1084,Control 2,4
Patescibacteria,Paceibacteria,UBA6257,2-01-FULL-56-20,LiPW-15,X1085,Control 3,3
Patescibacteria,Paceibacteria,UBA6257,2-01-FULL-56-20,LiPW-15,X1086,Control 4,3
Patescibacteria,Paceibacteria,UBA6257,2-01-FULL-56-20,VGJV01,X1083,Control 1,6
Patescibacteria,Paceibacteria,UBA6257,2-01-FULL-56-20,VMFW01,X1092,Heated 4,7
Patescibacteria,Paceibacteria,UBA6257,2-01-FULL-56-20,Unclassified,X1083,Control 1,17
Patescibacteria,Paceibacteria,UBA6257,2-01-FULL-56-20,Unclassified,X1084,Control 2,7
Patescibacteria,Paceibacteria,UBA6257,2-01-FULL-56-20,Unclassified,X1085,Control 3,3
Patescibacteria,Paceibacteria,UBA6257,2-01-FULL-56-20,Unclassified,X1094,Heated 6,9
Patescibacteria,Paceibacteria,UBA6257,Colwellbacteraceae,1-14-0-10-42-22,X1083,Control 1,6
Patescibacteria,Paceibacteria,UBA6257,Colwellbacteraceae,1-14-0-10-42-22,X1085,Control 3,7
Patescibacteria,Paceibacteria,UBA6257,Colwellbacteraceae,1-14-0-10-42-22,X1094,Heated 6,10
Patescibacteria,Paceibacteria,UBA6257,GWB1-50-10,Unclassified,X1090,Heated 2,5
Patescibacteria,Paceibacteria,UBA6257,UBA9933,WO2-47-17b,X1086,Control 4,4
Patescibacteria,Paceibacteria,UBA6257,WO2-44-18,Unclassified,X1085,Control 3,4
Patescibacteria,Paceibacteria,UBA6257,Unclassified,Unclassified,X1085,Control 3,6
Patescibacteria,Paceibacteria,UBA6257,Unclassified,Unclassified,X1090,Heated 2,25
Patescibacteria,Paceibacteria,UBA6257,Unclassified,Unclassified,X1091,Heated 3,16
Patescibacteria,Paceibacteria,UBA6257,Unclassified,Unclassified,X1094,Heated 6,12
Patescibacteria,Paceibacteria,UBA9983_A,CAIJKW01,CAIJKW01,X1083,Control 1,5
Patescibacteria,Paceibacteria,UBA9983_A,CAIJKW01,CAIJKW01,X1084,Control 2,6
Patescibacteria,Paceibacteria,UBA9983_A,CAIJYI01,CAIJYI01,X1085,Control 3,8
Patescibacteria,Paceibacteria,UBA9983_A,CAIZIN01,CAIZIN01,X1083,Control 1,2
Patescibacteria,Paceibacteria,UBA9983_A,CAIZLB01,CAIZLB01,X1083,Control 1,5
Patescibacteria,Paceibacteria,UBA9983_A,CAIZLB01,CAIZLB01,X1084,Control 2,8
Patescibacteria,Paceibacteria,UBA9983_A,CAIZLB01,CAIZLB01,X1086,Control 4,8
Patescibacteria,Paceibacteria,UBA9983_A,CAJQIN01,1-14-0-10-42-12,X1094,Heated 6,13
Patescibacteria,Paceibacteria,UBA9983_A,CSBR16-119,CSBR16-119,X1085,Control 3,4
Patescibacteria,Paceibacteria,UBA9983_A,CSBR16-119,CSBR16-119,X1087,Control 5,4
Patescibacteria,Paceibacteria,UBA9983_A,CSBR16-119,CSBR16-119,X1088,Control 6,3
Patescibacteria,Paceibacteria,UBA9983_A,CSBR16-119,CSBR16-119,X1090,Heated 2,7
Patescibacteria,Paceibacteria,UBA9983_A,CSBR16-119,CSBR16-119,X1093,Heated 5,9
Patescibacteria,Paceibacteria,UBA9983_A,EsbW-18,EsbW-18,X1083,Control 1,4
Patescibacteria,Paceibacteria,UBA9983_A,GCA-002724975,GCA-002724975,X1090,Heated 2,7
Patescibacteria,Paceibacteria,UBA9983_A,GCA-2747955,JABACC01,X1094,Heated 6,5
Patescibacteria,Paceibacteria,UBA9983_A,GWA1-40-21,Bog-1340,X1083,Control 1,30
Patescibacteria,Paceibacteria,UBA9983_A,GWA1-40-21,Bog-1340,X1084,Control 2,33
Patescibacteria,Paceibacteria,UBA9983_A,GWA1-40-21,Bog-1340,X1085,Control 3,38
Patescibacteria,Paceibacteria,UBA9983_A,GWA1-40-21,Bog-1340,X1086,Control 4,24
Patescibacteria,Paceibacteria,UBA9983_A,GWA1-40-21,Bog-1340,X1087,Control 5,8
Patescibacteria,Paceibacteria,UBA9983_A,GWA1-40-21,Bog-1340,X1090,Heated 2,19
Patescibacteria,Paceibacteria,UBA9983_A,GWA1-40-21,Bog-1340,X1091,Heated 3,29
Patescibacteria,Paceibacteria,UBA9983_A,GWA1-40-21,Bog-1340,X1092,Heated 4,7
Patescibacteria,Paceibacteria,UBA9983_A,GWA1-40-21,Bog-1340,X1093,Heated 5,3
Patescibacteria,Paceibacteria,UBA9983_A,GWA1-40-21,Unclassified,X1085,Control 3,7
Patescibacteria,Paceibacteria,UBA9983_A,J119,CSSED11-315,X1086,Control 4,2
Patescibacteria,Paceibacteria,UBA9983_A,J119,UBA12088,X1083,Control 1,10
Patescibacteria,Paceibacteria,UBA9983_A,J119,UBA12088,X1084,Control 2,4
Patescibacteria,Paceibacteria,UBA9983_A,J119,UBA12088,X1085,Control 3,14
Patescibacteria,Paceibacteria,UBA9983_A,J119,UBA12088,X1086,Control 4,3
Patescibacteria,Paceibacteria,UBA9983_A,J119,UBA12088,X1090,Heated 2,7
Patescibacteria,Paceibacteria,UBA9983_A,J119,UBA12088,X1092,Heated 4,6
Patescibacteria,Paceibacteria,UBA9983_A,J119,UBA12088,X1093,Heated 5,7
Patescibacteria,Paceibacteria,UBA9983_A,JAACPR01,JAACPR01,X1083,Control 1,4
Patescibacteria,Paceibacteria,UBA9983_A,JAACPR01,Unclassified,X1087,Control 5,3
Patescibacteria,Paceibacteria,UBA9983_A,PALSA-1337,C7867-002,X1084,Control 2,26
Patescibacteria,Paceibacteria,UBA9983_A,PALSA-1337,C7867-002,X1085,Control 3,9
Patescibacteria,Paceibacteria,UBA9983_A,PALSA-1337,C7867-002,X1086,Control 4,14
Patescibacteria,Paceibacteria,UBA9983_A,PALSA-1337,C7867-002,X1088,Control 6,8
Patescibacteria,Paceibacteria,UBA9983_A,PALSA-1337,CAIOGI01,X1083,Control 1,15
Patescibacteria,Paceibacteria,UBA9983_A,PALSA-1337,CAIOGI01,X1085,Control 3,7
Patescibacteria,Paceibacteria,UBA9983_A,PALSA-1337,PALSA-1337,X1084,Control 2,10
Patescibacteria,Paceibacteria,UBA9983_A,PALSA-1337,Unclassified,X1083,Control 1,4
Patescibacteria,Paceibacteria,UBA9983_A,PALSA-1337,Unclassified,X1085,Control 3,12
Patescibacteria,Paceibacteria,UBA9983_A,PALSA-1337,Unclassified,X1087,Control 5,6
Patescibacteria,Paceibacteria,UBA9983_A,SBAW01,GWA1-54-10,X1083,Control 1,52
Patescibacteria,Paceibacteria,UBA9983_A,SBAW01,GWA1-54-10,X1084,Control 2,43
Patescibacteria,Paceibacteria,UBA9983_A,SBAW01,GWA1-54-10,X1085,Control 3,34
Patescibacteria,Paceibacteria,UBA9983_A,SBAW01,GWA1-54-10,X1086,Control 4,18
Patescibacteria,Paceibacteria,UBA9983_A,SBAW01,GWA1-54-10,X1087,Control 5,5
Patescibacteria,Paceibacteria,UBA9983_A,SBAW01,GWA1-54-10,X1088,Control 6,2
Patescibacteria,Paceibacteria,UBA9983_A,SBAW01,GWA1-54-10,X1090,Heated 2,5
Patescibacteria,Paceibacteria,UBA9983_A,UBA10002,UBA10002,X1087,Control 5,3
Patescibacteria,Paceibacteria,UBA9983_A,UBA1006,01-FULL-36-10b,X1083,Control 1,11
Patescibacteria,Paceibacteria,UBA9983_A,UBA1006,01-FULL-36-10b,X1084,Control 2,8
Patescibacteria,Paceibacteria,UBA9983_A,UBA1006,01-FULL-36-10b,X1088,Control 6,4
Patescibacteria,Paceibacteria,UBA9983_A,UBA1006,UBA1006,X1083,Control 1,8
Patescibacteria,Paceibacteria,UBA9983_A,UBA1006,UBA1006,X1087,Control 5,3
Patescibacteria,Paceibacteria,UBA9983_A,UBA1006,UBA1006,X1090,Heated 2,17
Patescibacteria,Paceibacteria,UBA9983_A,UBA1006,UBA1006,X1093,Heated 5,5
Patescibacteria,Paceibacteria,UBA9983_A,UBA1006,Unclassified,X1084,Control 2,3
Patescibacteria,Paceibacteria,UBA9983_A,UBA1006,Unclassified,X1090,Heated 2,11
Patescibacteria,Paceibacteria,UBA9983_A,UBA1006,Unclassified,X1092,Heated 4,2
Patescibacteria,Paceibacteria,UBA9983_A,UBA12445,UBA12445,X1084,Control 2,3
Patescibacteria,Paceibacteria,UBA9983_A,UBA12445,UBA12445,X1087,Control 5,4
Patescibacteria,Paceibacteria,UBA9983_A,UBA1539,JAHIYV01,X1083,Control 1,3
Patescibacteria,Paceibacteria,UBA9983_A,UBA1539,JAHIYV01,X1094,Heated 6,11
Patescibacteria,Paceibacteria,UBA9983_A,UBA1539_A,UBA1550,X1083,Control 1,4
Patescibacteria,Paceibacteria,UBA9983_A,UBA1539_A,UBA1550,X1084,Control 2,7
Patescibacteria,Paceibacteria,UBA9983_A,UBA1539_A,UBA1550,X1086,Control 4,3
Patescibacteria,Paceibacteria,UBA9983_A,UBA1539_A,UBA1550,X1087,Control 5,4
Patescibacteria,Paceibacteria,UBA9983_A,UBA1539_A,UBA1550,X1088,Control 6,5
Patescibacteria,Paceibacteria,UBA9983_A,UBA1539_B,2-01-FULL-51-10,X1083,Control 1,6
Patescibacteria,Paceibacteria,UBA9983_A,UBA1539_B,2-01-FULL-51-10,X1084,Control 2,4
Patescibacteria,Paceibacteria,UBA9983_A,UBA2100,S139-169,X1086,Control 4,3
Patescibacteria,Paceibacteria,UBA9983_A,UBA2100,S139-169,X1087,Control 5,2
Patescibacteria,Paceibacteria,UBA9983_A,UBA2100,S139-169,X1089,Heated 1,4
Patescibacteria,Paceibacteria,UBA9983_A,UBA2100,UBA10103,X1083,Control 1,4
Patescibacteria,Paceibacteria,UBA9983_A,UBA2100,UBA10103,X1084,Control 2,14
Patescibacteria,Paceibacteria,UBA9983_A,UBA2100,UBA10103,X1085,Control 3,8
Patescibacteria,Paceibacteria,UBA9983_A,UBA2100,UBA10103,X1086,Control 4,3
Patescibacteria,Paceibacteria,UBA9983_A,UBA2100,UBA10103,X1087,Control 5,2
Patescibacteria,Paceibacteria,UBA9983_A,UBA2100,UBA10103,X1088,Control 6,2
Patescibacteria,Paceibacteria,UBA9983_A,UBA2100,UBA10103,X1090,Heated 2,13
Patescibacteria,Paceibacteria,UBA9983_A,UBA2100,UBA2100,X1083,Control 1,6
Patescibacteria,Paceibacteria,UBA9983_A,UBA2100,UBA2100,X1088,Control 6,2
Patescibacteria,Paceibacteria,UBA9983_A,UBA2100,UBA2100,X1090,Heated 2,12
Patescibacteria,Paceibacteria,UBA9983_A,UBA2100,Unclassified,X1088,Control 6,3
Patescibacteria,Paceibacteria,UBA9983_A,UBA2100,Unclassified,X1092,Heated 4,6
Patescibacteria,Paceibacteria,UBA9983_A,UBA2103,1-14-0-10-45-20,X1085,Control 3,4
Patescibacteria,Paceibacteria,UBA9983_A,UBA2103,1-14-0-10-45-20,X1090,Heated 2,12
Patescibacteria,Paceibacteria,UBA9983_A,UBA2103,1-14-0-10-45-20,X1091,Heated 3,3
Patescibacteria,Paceibacteria,UBA9983_A,UBA2103,1-14-0-10-45-20,X1092,Heated 4,5
Patescibacteria,Paceibacteria,UBA9983_A,UBA2103,C7867-001,X1083,Control 1,73
Patescibacteria,Paceibacteria,UBA9983_A,UBA2103,C7867-001,X1084,Control 2,59
Patescibacteria,Paceibacteria,UBA9983_A,UBA2103,C7867-001,X1085,Control 3,60
Patescibacteria,Paceibacteria,UBA9983_A,UBA2103,C7867-001,X1086,Control 4,14
Patescibacteria,Paceibacteria,UBA9983_A,UBA2103,C7867-001,X1087,Control 5,29
Patescibacteria,Paceibacteria,UBA9983_A,UBA2103,C7867-001,X1088,Control 6,2
Patescibacteria,Paceibacteria,UBA9983_A,UBA2103,C7867-001,X1091,Heated 3,30
Patescibacteria,Paceibacteria,UBA9983_A,UBA5272,UBA11704,X1083,Control 1,9
Patescibacteria,Paceibacteria,UBA9983_A,UBA5272,UBA11704,X1084,Control 2,10
Patescibacteria,Paceibacteria,UBA9983_A,UBA5272,UBA11704,X1085,Control 3,5
Patescibacteria,Paceibacteria,UBA9983_A,UBA5272,UBA11704,X1086,Control 4,8
Patescibacteria,Paceibacteria,UBA9983_A,UBA5272,UBA11704,X1087,Control 5,2
Patescibacteria,Paceibacteria,UBA9983_A,UBA5272,UBA11704,X1091,Heated 3,6
Patescibacteria,Paceibacteria,UBA9983_A,UBA5272,UBA11704,X1093,Heated 5,2
Patescibacteria,Paceibacteria,UBA9983_A,UBA6065,UBA6065,X1086,Control 4,4
Patescibacteria,Paceibacteria,UBA9983_A,UBA6899,MHLP01,X1083,Control 1,5
Patescibacteria,Paceibacteria,UBA9983_A,UBA6899,MHLP01,X1085,Control 3,6
Patescibacteria,Paceibacteria,UBA9983_A,UBA6899,MHLP01,X1086,Control 4,2
Patescibacteria,Paceibacteria,UBA9983_A,UBA6899,MHLP01,X1087,Control 5,2
Patescibacteria,Paceibacteria,UBA9983_A,UBA6899,MHLP01,X1088,Control 6,3
Patescibacteria,Paceibacteria,UBA9983_A,UBA6899,MHLP01,X1091,Heated 3,25
Patescibacteria,Paceibacteria,UBA9983_A,UBA918,Damh-18,X1083,Control 1,3
Patescibacteria,Paceibacteria,UBA9983_A,UBA918,Damh-18,X1085,Control 3,10
Patescibacteria,Paceibacteria,UBA9983_A,UBA918,Damh-18,X1086,Control 4,2
Patescibacteria,Paceibacteria,UBA9983_A,UBA918,Damh-18,X1088,Control 6,3
Patescibacteria,Paceibacteria,UBA9983_A,UBA918,Damh-18,X1090,Heated 2,15
Patescibacteria,Paceibacteria,UBA9983_A,UBA918,Damh-18,X1091,Heated 3,13
Patescibacteria,Paceibacteria,UBA9983_A,UBA918,Damh-18,X1093,Heated 5,6
Patescibacteria,Paceibacteria,UBA9983_A,UBA918,Damh-18,X1094,Heated 6,10
Patescibacteria,Paceibacteria,UBA9983_A,UBA918,OLB19,X1083,Control 1,34
Patescibacteria,Paceibacteria,UBA9983_A,UBA918,OLB19,X1084,Control 2,7
Patescibacteria,Paceibacteria,UBA9983_A,UBA918,OLB19,X1085,Control 3,15
Patescibacteria,Paceibacteria,UBA9983_A,UBA918,OLB19,X1086,Control 4,7
Patescibacteria,Paceibacteria,UBA9983_A,UBA918,OLB19,X1087,Control 5,18
Patescibacteria,Paceibacteria,UBA9983_A,UBA918,OLB19,X1090,Heated 2,21
Patescibacteria,Paceibacteria,UBA9983_A,UBA918,OLB19,X1091,Heated 3,55
Patescibacteria,Paceibacteria,UBA9983_A,UBA918,OLB19,X1092,Heated 4,6
Patescibacteria,Paceibacteria,UBA9983_A,UBA918,OLB19,X1093,Heated 5,9
Patescibacteria,Paceibacteria,UBA9983_A,UBA918,OLB19,X1094,Heated 6,57
Patescibacteria,Paceibacteria,UBA9983_A,UBA918,Unclassified,X1084,Control 2,3
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,CAITGV01,X1086,Control 4,5
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,CAITQP01,X1083,Control 1,41
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,CAITQP01,X1084,Control 2,7
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,CAITQP01,X1085,Control 3,3
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,CAITQP01,X1086,Control 4,6
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,CAITQP01,X1087,Control 5,10
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,CAITQP01,X1090,Heated 2,2
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,CAITQP01,X1091,Heated 3,16
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,GCA-016699085,X1084,Control 2,3
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,JAGOQQ01,X1084,Control 2,3
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,MFUC01,X1083,Control 1,5
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,MFUC01,X1086,Control 4,2
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA4124,X1083,Control 1,38
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA4124,X1084,Control 2,3
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA4124,X1085,Control 3,9
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA4124,X1086,Control 4,8
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA4124,X1087,Control 5,10
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA4124,X1092,Heated 4,7
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA8515,X1083,Control 1,38
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA8515,X1084,Control 2,22
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA8515,X1085,Control 3,13
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA8515,X1088,Control 6,6
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA8515,X1090,Heated 2,7
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA8515,X1091,Heated 3,13
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA8515,X1092,Heated 4,7
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA8515,X1093,Heated 5,3
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA8515,X1094,Heated 6,9
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA9973,X1083,Control 1,17
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA9973,X1084,Control 2,32
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA9973,X1085,Control 3,26
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA9973,X1086,Control 4,7
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA9973,X1087,Control 5,15
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA9973,X1088,Control 6,4
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA9973,X1090,Heated 2,12
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA9973,X1091,Heated 3,12
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA9973,X1092,Heated 4,6
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA9973,X1093,Heated 5,3
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,Unclassified,X1083,Control 1,8
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,Unclassified,X1084,Control 2,8
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,Unclassified,X1085,Control 3,4
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,Unclassified,X1087,Control 5,2
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,Unclassified,X1090,Heated 2,4
Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,Unclassified,X1093,Heated 5,2
Patescibacteria,Paceibacteria,UBA9983_A,VEQN01,VEQN01,X1085,Control 3,8
Patescibacteria,Paceibacteria,UBA9983_A,VEQN01,VEQN01,X1087,Control 5,3
Patescibacteria,Paceibacteria,UBA9983_A,VEQN01,VEQN01,X1088,Control 6,3
Patescibacteria,Paceibacteria,UBA9983_A,XYD1-FULL-46-19,CAIPHT01,X1085,Control 3,9
Patescibacteria,Paceibacteria,UBA9983_A,XYD1-FULL-46-19,JACPIA01,X1083,Control 1,6
Patescibacteria,Paceibacteria,UBA9983_A,XYD1-FULL-46-19,JAGORB01,X1084,Control 2,8
Patescibacteria,Paceibacteria,UBA9983_A,XYD1-FULL-46-19,Unclassified,X1084,Control 2,7
Patescibacteria,Paceibacteria,UBA9983_A,XYD1-FULL-46-19,Unclassified,X1085,Control 3,3
Patescibacteria,Paceibacteria,UBA9983_A,XYD1-FULL-46-19,Unclassified,X1090,Heated 2,26
Patescibacteria,Paceibacteria,UBA9983_A,XYD1-FULL-46-19,Unclassified,X1091,Heated 3,18
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae,12-FULL-43-12b,X1085,Control 3,5
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae,12-FULL-43-12b,X1090,Heated 2,11
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae,C7867-005,X1083,Control 1,14
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae,C7867-006,X1083,Control 1,5
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae,C7867-006,X1084,Control 2,15
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae,C7867-006,X1085,Control 3,23
Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae,C7867-006,X1086,Control 4,4
